"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"785",2024,"Osasuna","La Liga","Aitor Fernández","ESP","GK","32",1991,7,6,551,6.1,9,1.47,20,11,60,0,2,4,1,16.7,1,1,0,0,0,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
"786",2024,"Osasuna","La Liga","Sergio Herrera","ESP","GK","30",1993,32,32,2869,31.9,47,1.47,132,84,64.4,12,7,13,9,28.1,1,0,1,0,100,"https://fbref.com/en/players/a4995f48/Sergio-Herrera"
"787",2024,"Paris S-G","Ligue 1","Gianluigi Donnarumma","ITA","GK","24",1999,25,25,2169,24.1,20,0.83,110,89,84.5,18,6,1,10,40,4,3,1,0,25,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"788",2024,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","36",1986,4,4,360,4,6,1.5,12,6,58.3,2,2,0,1,25,1,1,0,0,0,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"789",2024,"Paris S-G","Ligue 1","Arnau Tenas","ESP","GK","22",2001,6,5,529,5.9,7,1.19,25,18,72,2,2,1,1,20,0,0,0,0,NA,"https://fbref.com/en/players/30670b0e/Arnau-Tenas"
"790",2024,"RB Leipzig","Bundesliga","Janis Blaswich","GER","GK","32",1991,21,21,1890,21,30,1.43,76,46,65.8,10,4,7,5,23.8,4,4,0,0,0,"https://fbref.com/en/players/663e080e/Janis-Blaswich"
"791",2024,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","33",1990,13,13,1170,13,9,0.69,41,33,78,9,4,0,5,38.5,1,0,0,1,NA,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"792",2024,"Rayo Vallecano","La Liga","Cárdenas","ESP","GK","26",1997,1,1,90,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e1846dde/Cardenas"
"793",2024,"Rayo Vallecano","La Liga","Stole Dimitrievski","MKD","GK","29",1993,37,37,3330,37,47,1.27,150,104,69.3,8,14,15,13,35.1,2,1,1,0,50,"https://fbref.com/en/players/fc70e345/Stole-Dimitrievski"
"794",2024,"Real Madrid","La Liga","Kepa Arrizabalaga","ESP","GK","28",1994,14,13,1198,13.3,9,0.68,38,30,76.3,10,2,1,8,61.5,0,0,0,0,NA,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
"795",2024,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","31",1992,4,4,332,3.7,0,0,15,15,100,3,1,0,3,75,0,0,0,0,NA,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"796",2024,"Real Madrid","La Liga","Andriy Lunin","UKR","GK","24",1999,21,21,1890,21,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0,"https://fbref.com/en/players/3061e1ec/Andriy-Lunin"
"797",2024,"Real Sociedad","La Liga","Unai Marrero","ESP","GK","21",2001,2,1,142,1.6,3,1.9,5,2,60,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/f0fe87dc/Unai-Marrero"
"798",2024,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","28",1995,37,37,3275,36.4,36,0.99,130,94,76.2,16,12,9,15,40.5,6,5,1,0,16.7,"https://fbref.com/en/players/374ee424/Alex-Remiro"
"799",2024,"Reims","Ligue 1","Yehvann Diouf","FRA","GK","23",1999,34,34,3060,34,47,1.38,137,90,70.1,13,8,13,8,23.5,7,6,1,0,14.3,"https://fbref.com/en/players/eedea60b/Yehvann-Diouf"
"800",2024,"Rennes","Ligue 1","Steve Mandanda","FRA","GK","38",1985,34,34,3060,34,46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,0,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"801",2024,"Roma","Serie A","Rui Patrício","POR","GK","35",1988,23,23,2070,23,27,1.17,74,49,66.2,11,5,7,6,26.1,3,2,0,1,0,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio"
"802",2024,"Roma","Serie A","Mile Svilar","SRB","GK","23",1999,15,15,1350,15,19,1.27,77,58,76.6,7,4,4,5,33.3,2,1,1,0,50,"https://fbref.com/en/players/bcf5058a/Mile-Svilar"
"803",2024,"Salernitana","Serie A","Benoît Costil","FRA","GK","36",1987,13,13,1170,13,29,2.23,66,38,60.6,2,3,8,1,7.7,3,3,0,0,0,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"804",2024,"Salernitana","Serie A","Vincenzo Fiorillo","ITA","GK","33",1990,4,4,360,4,8,2,26,18,69.2,0,2,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo"
"805",2024,"Salernitana","Serie A","Guillermo Ochoa","MEX","GK","38",1985,21,21,1890,21,44,2.1,115,72,67.8,0,6,15,1,4.8,7,7,0,0,0,"https://fbref.com/en/players/1e9bde92/Guillermo-Ochoa"
"806",2024,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","36",1987,35,35,3150,35,68,1.94,159,93,61.6,6,8,21,3,8.6,10,7,1,2,12.5,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"807",2024,"Sassuolo","Serie A","Alessio Cragno","ITA","GK","29",1994,3,3,270,3,7,2.33,14,8,57.1,1,1,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/f554e29b/Alessio-Cragno"
"808",2024,"Sevilla","La Liga","Yassine Bounou","MAR","GK","32",1991,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou"
"809",2024,"Sevilla","La Liga","Marko Dmitrović","SRB","GK","31",1992,13,13,1170,13,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"810",2024,"Sevilla","La Liga","Ørjan Nyland","NOR","GK","32",1990,24,24,2160,24,27,1.13,104,78,76.9,8,9,7,6,25,3,3,0,0,0,"https://fbref.com/en/players/bdedffac/Orjan-Nyland"
"811",2024,"Sheffield Utd","Premier League","Wes Foderingham","ENG","GK","32",1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0,"https://fbref.com/en/players/96cf7b61/Wes-Foderingham"
"812",2024,"Sheffield Utd","Premier League","Ivo Grbić","CRO","GK","27",1996,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0,1,0,0,1,NA,"https://fbref.com/en/players/3f034750/Ivo-Grbic"
"813",2024,"Strasbourg","Ligue 1","Alaa Bellaarouch","MAR","GK","21",2002,15,15,1350,15,26,1.73,63,37,63.5,4,2,9,2,13.3,4,3,1,0,25,"https://fbref.com/en/players/0595569d/Alaa-Bellaarouch"
"814",2024,"Strasbourg","Ligue 1","Matz Sels","BEL","GK","31",1992,19,19,1710,19,24,1.26,62,40,62.9,6,7,6,3,15.8,1,1,0,0,0,"https://fbref.com/en/players/834b5c4c/Matz-Sels"
"815",2024,"Stuttgart","Bundesliga","Fabian Bredlow","GER","GK","28",1995,4,4,360,4,3,0.75,22,19,86.4,3,1,0,1,25,0,0,0,0,NA,"https://fbref.com/en/players/d28339cb/Fabian-Bredlow"
"816",2024,"Stuttgart","Bundesliga","Alexander Nübel","GER","GK","26",1996,30,30,2700,30,36,1.2,107,74,69.2,20,3,7,11,36.7,3,3,0,0,0,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
"817",2024,"Torino","Serie A","Luca Gemello","ITA","GK","23",2000,2,2,180,2,5,2.5,9,4,55.6,0,0,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/53e494ec/Luca-Gemello"
"818",2024,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","26",1997,36,36,3240,36,31,0.86,134,103,81.3,13,14,9,18,50,6,6,0,0,0,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
"819",2024,"Tottenham","Premier League","Guglielmo Vicario","ITA","GK","26",1996,38,38,3420,38,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
"820",2024,"Toulouse","Ligue 1","Guillaume Restes","FRA","GK","18",2005,34,34,3060,34,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0,"https://fbref.com/en/players/6b91b999/Guillaume-Restes"
"821",2024,"Udinese","Serie A","Maduka Okoye","NGA","GK","23",1999,21,21,1890,21,25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,0,"https://fbref.com/en/players/ab5c36dd/Maduka-Okoye"
"822",2024,"Udinese","Serie A","Marco Silvestri","ITA","GK","32",1991,17,17,1530,17,28,1.65,68,40,67.6,1,11,5,4,23.5,6,6,0,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"823",2024,"Union Berlin","Bundesliga","Frederik Rønnow","DEN","GK","30",1992,33,33,2970,33,56,1.7,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
"824",2024,"Union Berlin","Bundesliga","Alexander Schwolow","GER","GK","31",1992,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"825",2024,"Valencia","La Liga","Cristian","ESP","GK","25",1998,1,0,57,0.6,1,1.58,3,2,66.7,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/9ad74b4d/Cristian"
"826",2024,"Valencia","La Liga","Jaume Doménech","ESP","GK","32",1990,2,1,79,0.9,3,3.42,12,9,75,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
"827",2024,"Valencia","La Liga","Giorgi Mamardashvili","GEO","GK","22",2000,37,37,3284,36.5,41,1.12,145,103,73.8,13,10,14,13,35.1,6,3,3,0,50,"https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili"
"828",2024,"Villarreal","La Liga","Filip Jørgensen","DEN","GK","21",2002,36,36,3240,36,63,1.75,205,143,72.2,13,10,13,6,16.7,6,6,0,0,0,"https://fbref.com/en/players/0107757e/Filip-Jorgensen"
"829",2024,"Villarreal","La Liga","Pepe Reina","ESP","GK","40",1982,2,2,180,2,2,1,9,7,77.8,1,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"830",2024,"Werder Bremen","Bundesliga","Jiří Pavlenka","CZE","GK","31",1992,7,7,630,7,17,2.43,38,21,60.5,2,0,5,1,14.3,2,2,0,0,0,"https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka"
"831",2024,"Werder Bremen","Bundesliga","Michael Zetterer","GER","GK","28",1995,27,27,2430,27,37,1.37,128,92,74.2,9,9,9,6,22.2,4,4,0,0,0,"https://fbref.com/en/players/9b688ae1/Michael-Zetterer"
"832",2024,"West Ham","Premier League","Alphonse Areola","FRA","GK","30",1993,31,31,2699,30,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"833",2024,"West Ham","Premier League","Łukasz Fabiański","POL","GK","38",1985,10,7,721,8,21,2.62,53,33,66,3,1,3,1,14.3,3,3,0,0,0,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski"
"834",2024,"Wolfsburg","Bundesliga","Koen Casteels","BEL","GK","31",1992,25,25,2250,25,39,1.56,115,78,67.8,8,6,11,4,16,3,2,0,1,0,"https://fbref.com/en/players/db401046/Koen-Casteels"
"835",2024,"Wolfsburg","Bundesliga","Pavao Pervan","AUT","GK","35",1987,9,9,810,9,17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,0,NA,"https://fbref.com/en/players/c89e8aae/Pavao-Pervan"
"836",2024,"Wolves","Premier League","Daniel Bentley","ENG","GK","30",1993,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/68db6358/Daniel-Bentley"
"837",2024,"Wolves","Premier League","José Sá","POR","GK","30",1993,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0,"https://fbref.com/en/players/903b6e8b/Jose-Sa"
"838",2025,"Alavés","La Liga","Jesús Owono","EQG","GK","24-074",2001,6,5,487,5.4,7,1.29,14,7,57.1,1,1,3,0,0,1,1,0,0,0,"https://fbref.com/en/players/d6e3d7fb/Jesus-Owono"
"839",2025,"Alavés","La Liga","Adrian Rodriguez","ESP","GK","24-153",2000,2,1,122,1.4,2,1.48,6,4,83.3,0,1,0,1,100,1,1,0,0,0,"https://fbref.com/en/players/bf17fb4a/Adrian-Rodriguez"
"840",2025,"Alavés","La Liga","Antonio Sivera","ESP","GK","28-276",1996,29,29,2540,28.2,38,1.35,103,67,71.8,7,9,13,6,20.7,9,9,0,0,0,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
"841",2025,"Angers","Ligue 1","Yahia Fofana","CIV","GK","24-266",2000,33,33,2970,33,51,1.55,186,135,74.2,10,6,17,7,21.2,4,3,0,1,0,"https://fbref.com/en/players/9d420dad/Yahia-Fofana"
"842",2025,"Arsenal","Premier League","David Raya","ESP","GK","29-241",1995,36,36,3240,36,33,0.92,113,80,73.5,18,14,4,12,33.3,3,3,0,0,0,"https://fbref.com/en/players/98ea5115/David-Raya"
"843",2025,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","32-254",1992,35,35,3060,34,45,1.32,136,90,67.6,17,9,9,7,20,2,1,1,0,50,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"844",2025,"Aston Villa","Premier League","Robin Olsen","SWE","GK","35-126",1990,3,1,180,2,4,2,9,5,55.6,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"845",2025,"Atalanta","Serie A","Marco Carnesecchi","ITA","GK","24-317",2000,33,33,2970,33,31,0.94,119,90,75.6,19,7,7,13,39.4,2,2,0,0,0,"https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi"
"846",2025,"Atalanta","Serie A","Juan Musso","ARG","GK","31-008",1994,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/a111cf41/Juan-Musso"
"847",2025,"Atalanta","Serie A","Rui Patrício","POR","GK","37-088",1988,2,2,180,2,1,0.5,9,8,88.9,1,1,0,1,50,0,0,0,0,NA,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio"
"848",2025,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","24-139",2000,14,14,1206,13.4,9,0.67,34,24,76.5,9,4,1,5,35.7,2,1,1,0,50,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
"849",2025,"Athletic Club","La Liga","Alex Padilla","ESP","GK","21-255",2003,5,3,321,3.6,6,1.68,17,12,70.6,0,1,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/a275838a/Alex-Padilla"
"850",2025,"Athletic Club","La Liga","Unai Simón","ESP","GK","27-337",1997,18,18,1620,18,11,0.61,55,43,80,8,8,2,8,44.4,1,0,1,0,100,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
"851",2025,"Atlético Madrid","La Liga","Juan Musso","ARG","GK","31-008",1994,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/a111cf41/Juan-Musso"
"852",2025,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","32-127",1993,34,34,3060,34,27,0.79,104,79,78.8,19,10,5,15,44.1,5,5,0,0,0,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"853",2025,"Augsburg","Bundesliga","Finn Dahmen","GER","GK","27-048",1998,18,18,1620,18,17,0.94,79,64,81,7,6,5,9,50,2,2,0,0,0,"https://fbref.com/en/players/dee3013b/Finn-Dahmen"
"854",2025,"Augsburg","Bundesliga","Nediljko Labrović","CRO","GK","25-216",1999,15,15,1350,15,32,2.13,74,42,60.8,4,4,7,2,13.3,3,3,0,0,0,"https://fbref.com/en/players/208fc867/Nediljko-Labrovic"
"855",2025,"Auxerre","Ligue 1","Théo De Percin","MTQ","GK","24-101",2001,2,2,180,2,3,1.5,9,5,77.8,0,1,1,1,50,2,1,1,0,50,"https://fbref.com/en/players/afbb55d2/Theo-De-Percin"
"856",2025,"Auxerre","Ligue 1","Donovan Léon","GUF","GK","32-192",1992,31,31,2790,31,45,1.45,155,113,74.2,11,8,12,9,29,5,5,0,0,0,"https://fbref.com/en/players/51c83a90/Donovan-Leon"
"857",2025,"Barcelona","La Liga","Iñaki Peña","ESP","GK","26-073",1999,15,14,1306,14.5,18,1.24,52,34,69.2,6,3,5,3,21.4,2,2,0,0,0,"https://fbref.com/en/players/cc1c5035/Inaki-Pena"
"858",2025,"Barcelona","La Liga","Wojciech Szczęsny","POL","GK","35-026",1990,14,14,1260,14,12,0.86,32,20,65.6,13,1,0,7,50,1,1,0,0,0,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"859",2025,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","33-014",1992,7,7,584,6.5,6,0.92,19,13,73.7,7,0,0,1,14.3,1,1,0,0,0,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"860",2025,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","39-048",1986,21,21,1890,21,15,0.71,43,28,67.4,17,4,0,12,57.1,2,1,0,1,0,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"861",2025,"Bayern Munich","Bundesliga","Daniel Peretz","ISR","GK","24-308",2000,3,3,270,3,5,1.67,7,2,28.6,2,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/3f29b3ba/Daniel-Peretz"
"862",2025,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","36-284",1988,1,1,90,1,0,0,0,0,NA,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
"863",2025,"Bayern Munich","Bundesliga","Jonas Urbig","GER","GK","21-279",2003,8,8,720,8,12,1.5,28,16,57.1,4,3,1,2,25,0,0,0,0,NA,"https://fbref.com/en/players/925bbcdc/Jonas-Urbig"
"864",2025,"Betis","La Liga","Adrián","ESP","GK","38-131",1987,16,16,1440,16,20,1.25,57,37,66.7,10,3,3,3,18.8,1,1,0,0,0,"https://fbref.com/en/players/f76e6b4e/Adrian"
"865",2025,"Betis","La Liga","Rui Silva","POR","GK","31-096",1994,15,15,1350,15,18,1.2,54,37,72.2,5,5,5,4,26.7,3,3,0,0,0,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"866",2025,"Betis","La Liga","Fran Vieites","ESP","GK","26-007",1999,4,4,360,4,5,1.25,11,6,54.5,1,2,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/2ae958ab/Fran-Vieites"
"867",2025,"Bochum","Bundesliga","Patrick Drewes","GER","GK","32-099",1993,21,21,1890,21,46,2.19,99,51,56.6,2,5,14,2,9.5,5,3,2,0,40,"https://fbref.com/en/players/a8403737/Patrick-Drewes"
"868",2025,"Bochum","Bundesliga","Timo Horn","GER","GK","32-002",1993,12,12,1080,12,22,1.83,52,30,57.7,2,3,7,2,16.7,1,0,0,1,NA,"https://fbref.com/en/players/3cd9e95a/Timo-Horn"
"869",2025,"Bologna","Serie A","Federico Ravaglia","ITA","GK","25-184",1999,11,10,966,10.7,11,1.02,21,10,52.4,5,2,3,4,40,1,1,0,0,0,"https://fbref.com/en/players/6662d731/Federico-Ravaglia"
"870",2025,"Bologna","Serie A","Łukasz Skorupski","POL","GK","34-009",1991,26,26,2274,25.3,30,1.19,77,48,62.3,11,12,3,8,30.8,2,1,1,0,50,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"871",2025,"Bournemouth","Premier League","Kepa Arrizabalaga","ESP","GK","30-223",1994,29,29,2610,29,36,1.24,129,93,75.2,12,7,10,7,24.1,4,4,0,0,0,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
"872",2025,"Bournemouth","Premier League","Neto","BRA","GK","35-299",1989,2,2,180,2,2,1,13,11,84.6,0,2,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a9dc785c/Neto"
"873",2025,"Bournemouth","Premier League","Mark Travers","IRL","GK","25-361",1999,5,5,450,5,5,1,25,20,80,2,2,1,1,20,0,0,0,0,NA,"https://fbref.com/en/players/fe558029/Mark-Travers"
"874",2025,"Brentford","Premier League","Mark Flekken","NED","GK","31-335",1993,35,35,3095,34.4,51,1.48,190,141,73.7,16,7,12,7,20,1,1,0,0,0,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
"875",2025,"Brentford","Premier League","Hákon Rafn Valdimarsson","ISL","GK","23-213",2001,2,1,145,1.6,2,1.24,4,3,50,0,0,1,1,100,0,0,0,0,NA,"https://fbref.com/en/players/57a34cf4/Hakon-Rafn-Valdimarsson"
"876",2025,"Brest","Ligue 1","Marco Bizot","NED","GK","34-065",1991,31,31,2790,31,48,1.55,119,71,65.5,14,5,12,10,32.3,9,7,1,1,12.5,"https://fbref.com/en/players/3d214e5f/Marco-Bizot"
"877",2025,"Brest","Ligue 1","Grégoire Coudert","FRA","GK","26-041",1999,2,2,180,2,5,2.5,13,9,61.5,1,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/ca95200f/Gregoire-Coudert"
"878",2025,"Brighton","Premier League","Jason Steele","ENG","GK","34-269",1990,2,2,180,2,1,0.5,4,3,75,2,0,0,1,50,0,0,0,0,NA,"https://fbref.com/en/players/28300a16/Jason-Steele"
"879",2025,"Brighton","Premier League","Bart Verbruggen","NED","GK","22-269",2002,34,34,3060,34,55,1.62,136,83,65.4,12,13,9,7,20.6,8,8,0,0,0,"https://fbref.com/en/players/cf134113/Bart-Verbruggen"
"880",2025,"Cagliari","Serie A","Elia Caprile","ITA","GK","23-262",2001,17,17,1530,17,22,1.29,65,43,67.7,4,4,9,4,23.5,1,1,0,0,0,"https://fbref.com/en/players/97d7afbd/Elia-Caprile"
"881",2025,"Cagliari","Serie A","Simone Scuffet","ITA","GK","28-348",1996,13,13,1170,13,23,1.77,56,33,67.9,3,3,7,1,7.7,5,5,0,0,0,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
"882",2025,"Cagliari","Serie A","Alen Sherri","ALB","GK","27-150",1997,6,6,540,6,9,1.5,25,16,64,1,2,3,1,16.7,0,0,0,0,NA,"https://fbref.com/en/players/eebf35b6/Alen-Sherri"
"883",2025,"Celta Vigo","La Liga","Vicente Guaita","ESP","GK","38-124",1987,32,32,2880,32,45,1.41,124,79,66.1,13,7,12,8,25,3,3,0,0,0,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
"884",2025,"Celta Vigo","La Liga","Iván Villar","ESP","GK","27-309",1997,4,4,360,4,9,2.25,18,10,50,2,0,2,0,0,1,0,1,0,100,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
"885",2025,"Chelsea","Premier League","Filip Jørgensen","DEN","GK","23-028",2002,6,6,540,6,9,1.5,28,19,71.4,3,0,3,1,16.7,1,1,0,0,0,"https://fbref.com/en/players/0107757e/Filip-Jorgensen"
"886",2025,"Chelsea","Premier League","Robert Sánchez","ESP","GK","27-177",1997,30,30,2700,30,34,1.13,124,89,75.8,15,9,6,8,26.7,5,4,1,0,20,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
"887",2025,"Como","Serie A","Emil Audero","IDN","GK","28-116",1997,8,8,720,8,18,2.25,34,16,58.8,2,2,4,0,0,4,4,0,0,0,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"888",2025,"Como","Serie A","Jean Butez","FRA","GK","29-340",1995,17,17,1530,17,18,1.06,62,44,74.2,8,3,6,5,29.4,2,2,0,0,0,"https://fbref.com/en/players/7f40333d/Jean-Butez"
"889",2025,"Como","Serie A","Pepe Reina","ESP","GK","42-256",1982,11,11,990,11,13,1.18,38,25,68.4,3,4,4,2,18.2,1,1,0,0,0,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"890",2025,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","28-063",1997,36,36,3240,36,48,1.33,144,98,67.4,12,13,11,11,30.6,2,1,1,0,50,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
"891",2025,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","27-159",1997,31,31,2790,31,47,1.52,127,80,66.1,15,6,10,6,19.4,4,4,0,0,0,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
"892",2025,"Dortmund","Bundesliga","Alexander Meyer","GER","GK","34-031",1991,2,2,180,2,4,2,11,7,63.6,1,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/b56dd813/Alexander-Meyer"
"893",2025,"Eint Frankfurt","Bundesliga","Kauã Santos","BRA","GK","22-033",2003,9,8,765,8.5,12,1.41,46,35,76.1,5,1,2,3,37.5,1,1,0,0,0,"https://fbref.com/en/players/c7c50cb5/Kaua-Santos"
"894",2025,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","34-310",1990,25,25,2205,24.5,33,1.35,116,82,71.6,11,8,6,6,24,2,0,2,0,100,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"895",2025,"Empoli","Serie A","Jacopo Seghetti","ITA","GK","20-086",2005,1,1,90,1,3,3,6,3,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/70a10677/Jacopo-Seghetti"
"896",2025,"Empoli","Serie A","Marco Silvestri","ITA","GK","34-073",1991,5,5,450,5,11,2.2,27,17,59.3,0,1,4,0,0,0,0,0,0,NA,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"897",2025,"Empoli","Serie A","Devis Vásquez","COL","GK","27-002",1998,30,30,2700,30,42,1.4,119,76,65.5,5,12,13,6,20,3,1,1,1,50,"https://fbref.com/en/players/fac1f795/Devis-Vasquez"
"898",2025,"Espanyol","La Liga","Joan García","ESP","GK","24-010",2001,35,35,3150,35,47,1.34,181,133,76.2,10,9,16,7,20,6,4,2,0,33.3,"https://fbref.com/en/players/87b498b0/Joan-Garcia"
"899",2025,"Everton","Premier League","Jordan Pickford","ENG","GK","31-068",1994,36,36,3240,36,44,1.22,155,109,71.6,9,15,12,10,27.8,2,0,2,0,100,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"900",2025,"Fiorentina","Serie A","David de Gea","ESP","GK","34-188",1990,33,33,2970,33,34,1.03,129,94,74.4,17,5,11,11,33.3,3,1,2,0,66.7,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"901",2025,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","35-067",1990,3,3,270,3,3,1,13,10,76.9,0,3,0,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
"902",2025,"Freiburg","Bundesliga","Noah Atubolu","GER","GK","22-354",2002,25,25,2217,24.6,34,1.38,114,78,70.2,12,6,7,10,40,2,0,2,0,100,"https://fbref.com/en/players/dbd1b101/Noah-Atubolu"
"903",2025,"Freiburg","Bundesliga","Florian Müller","GER","GK","27-182",1997,9,8,753,8.4,16,1.91,30,15,53.3,4,1,3,1,12.5,2,2,0,0,0,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
